ZIP,Year,avg_fire_risk_score,avg_tmax_c,avg_tmin_c,tot_prcp_mm,log_gis_acres,fire_occurred,total_population,median_income,year_sin
90017,2019,0.121,29.58854838709677,14.242857142857144,0.0,0.0,0,28981.0,51317.0,1.0
90017,2020,0.18666666666666668,29.58854838709677,14.242857142857144,0.0,0.0,0,28981.0,51317.0,1.2246467991473532e-16
90017,2021,0.25166666666666665,29.58854838709677,14.242857142857144,0.0,0.0,0,28981.0,51317.0,-1.0
90018,2018,0.17400000000000002,29.58854838709677,14.242857142857144,0.0,0.0,0,48812.0,63671.0,0.0
90018,2019,0.11400000000000002,29.58854838709677,14.242857142857144,0.0,0.0,0,48812.0,63671.0,1.0
90018,2020,0.285,29.58854838709677,14.242857142857144,0.0,0.0,0,48812.0,63671.0,1.2246467991473532e-16
90018,2021,0.29333333333333333,29.58854838709677,14.242857142857144,0.0,0.0,0,48812.0,63671.0,-1.0
90019,2018,0.23899999999999996,29.58854838709677,14.242857142857144,0.0,0.0,0,59288.0,71395.0,0.0
90019,2019,0.191,29.58854838709677,14.242857142857144,0.0,0.0,0,59288.0,71395.0,1.0
90019,2020,0.435,29.58854838709677,14.242857142857144,0.0,0.0,0,59288.0,71395.0,1.2246467991473532e-16
90019,2021,0.48,29.58854838709677,14.242857142857144,0.0,0.0,0,59288.0,71395.0,-1.0
90020,2018,0.30100000000000005,29.58854838709677,14.242857142857144,0.0,0.0,0,38361.0,55832.0,0.0
90020,2019,0.24700000000000003,29.58854838709677,14.242857142857144,0.0,0.0,0,38361.0,55832.0,1.0
90020,2020,0.3116666666666667,29.58854838709677,14.242857142857144,0.0,0.0,0,38361.0,55832.0,1.2246467991473532e-16
90020,2021,0.365,29.58854838709677,14.242857142857144,0.0,0.0,0,38361.0,55832.0,-1.0
90021,2018,0.267,29.58854838709677,14.242857142857144,0.0,0.0,0,3152.0,32250.0,0.0
90021,2019,0.19899999999999998,29.58854838709677,14.242857142857144,0.0,0.0,0,3152.0,32250.0,1.0
90021,2020,0.22666666666666666,29.58854838709677,14.242857142857144,0.0,0.0,0,3152.0,32250.0,1.2246467991473532e-16
90021,2021,0.2916666666666667,29.58854838709677,14.242857142857144,0.0,0.0,0,3152.0,32250.0,-1.0
90022,2018,0.076,29.58854838709677,14.242857142857144,0.0,0.0,0,61638.0,67829.0,0.0
90022,2019,0.09,29.58854838709677,14.242857142857144,0.0,0.0,0,61638.0,67829.0,1.0
90022,2020,0.39666666666666667,29.58854838709677,14.242857142857144,0.0,0.0,0,61638.0,67829.0,1.2246467991473532e-16
90022,2021,0.395,29.58854838709677,14.242857142857144,0.0,0.0,0,61638.0,67829.0,-1.0
90023,2018,0.11499999999999999,29.58854838709677,14.242857142857144,0.0,0.0,0,44608.0,56623.0,0.0
90023,2019,0.1225,29.58854838709677,14.242857142857144,0.0,0.0,0,44608.0,56623.0,1.0
90023,2020,0.38166666666666665,29.58854838709677,14.242857142857144,0.0,0.0,0,44608.0,56623.0,1.2246467991473532e-16
90023,2021,0.21999999999999997,29.58854838709677,14.242857142857144,0.0,0.0,0,44608.0,56623.0,-1.0
90024,2018,0.404,29.58854838709677,14.242857142857144,0.0,0.0,0,50830.0,79994.0,0.0
90024,2019,0.36300000000000004,29.58854838709677,14.242857142857144,0.0,0.0,0,50830.0,79994.0,1.0
90024,2020,0.37000000000000005,29.58854838709677,14.242857142857144,0.0,0.0,0,50830.0,79994.0,1.2246467991473532e-16
90024,2021,0.45999999999999996,29.58854838709677,14.242857142857144,0.0,0.0,0,50830.0,79994.0,-1.0
90025,2018,0.209,29.58854838709677,14.242857142857144,0.0,0.0,0,45238.0,104627.0,0.0
90025,2019,0.184,29.58854838709677,14.242857142857144,0.0,0.0,0,45238.0,104627.0,1.0
90025,2020,0.31,29.58854838709677,14.242857142857144,0.0,0.0,0,45238.0,104627.0,1.2246467991473532e-16
90025,2021,0.37666666666666665,29.58854838709677,14.242857142857144,0.0,0.0,0,45238.0,104627.0,-1.0
90026,2018,0.2658333333333333,29.58854838709677,14.242857142857144,0.0,0.0,0,62902.0,85835.0,0.0
90026,2019,0.277,29.58854838709677,14.242857142857144,0.0,0.0,0,62902.0,85835.0,1.0
90026,2020,0.31,29.58854838709677,14.242857142857144,0.0,0.0,0,62902.0,85835.0,1.2246467991473532e-16
90026,2021,0.3733333333333333,29.58854838709677,14.242857142857144,0.0,0.0,0,62902.0,85835.0,-1.0
90027,2018,0.38083333333333336,29.58854838709677,14.242857142857144,0.0,0.0,0,46049.0,90532.0,0.0
90027,2019,0.3583333333333334,29.58854838709677,14.242857142857144,0.0,0.0,0,46049.0,90532.0,1.0
90027,2020,0.5233333333333333,29.58854838709677,14.242857142857144,0.0,0.0,0,46049.0,90532.0,1.2246467991473532e-16
90027,2021,0.62,29.58854838709677,14.242857142857144,0.0,0.0,0,46049.0,90532.0,-1.0
90028,2018,0.277,29.58854838709677,14.242857142857144,0.0,0.0,0,31441.0,59393.0,0.0
90028,2019,0.22400000000000003,29.58854838709677,14.242857142857144,0.0,0.0,0,31441.0,59393.0,1.0
90028,2020,0.29833333333333334,29.58854838709677,14.242857142857144,0.0,0.0,0,31441.0,59393.0,1.2246467991473532e-16
90028,2021,0.34,29.58854838709677,14.242857142857144,0.0,0.0,0,31441.0,59393.0,-1.0
90029,2018,0.192,29.58854838709677,14.242857142857144,0.0,0.0,0,33830.0,60793.0,0.0
90029,2019,0.135,29.58854838709677,14.242857142857144,0.0,0.0,0,33830.0,60793.0,1.0
90029,2020,0.29,29.58854838709677,14.242857142857144,0.0,0.0,0,33830.0,60793.0,1.2246467991473532e-16
90029,2021,0.36833333333333335,29.58854838709677,14.242857142857144,0.0,0.0,0,33830.0,60793.0,-1.0
90031,2018,0.621,29.58854838709677,14.242857142857144,0.0,0.0,0,36881.0,62119.0,0.0
90031,2019,0.612,29.58854838709677,14.242857142857144,0.0,0.0,0,36881.0,62119.0,1.0
90031,2020,0.5833333333333334,29.58854838709677,14.242857142857144,0.0,0.0,0,36881.0,62119.0,1.2246467991473532e-16
90031,2021,0.5883333333333334,29.58854838709677,14.242857142857144,0.0,0.0,0,36881.0,62119.0,-1.0
90032,2018,0.48200000000000004,29.58854838709677,14.242857142857144,0.0,0.0,0,43724.0,81563.0,0.0
90032,2019,0.44399999999999995,29.58854838709677,14.242857142857144,0.0,0.0,0,43724.0,81563.0,1.0
90032,2020,0.49833333333333335,29.58854838709677,14.242857142857144,0.0,0.0,0,43724.0,81563.0,1.2246467991473532e-16
90032,2021,0.52,29.58854838709677,14.242857142857144,0.0,0.0,0,43724.0,81563.0,-1.0
90033,2018,0.15,29.58854838709677,14.242857142857144,0.0,0.0,0,46540.0,56001.0,0.0
90033,2019,0.1075,29.58854838709677,14.242857142857144,0.0,0.0,0,46540.0,56001.0,1.0
90033,2020,0.3833333333333333,29.58854838709677,14.242857142857144,0.0,0.0,0,46540.0,56001.0,1.2246467991473532e-16
90033,2021,0.32,29.58854838709677,14.242857142857144,0.0,0.0,0,46540.0,56001.0,-1.0
90034,2018,0.20800000000000002,29.58854838709677,14.242857142857144,0.0,0.0,0,55120.0,103082.0,0.0
90034,2019,0.192,29.58854838709677,14.242857142857144,0.0,0.0,0,55120.0,103082.0,1.0
90034,2020,0.26666666666666666,29.58854838709677,14.242857142857144,0.0,0.0,0,55120.0,103082.0,1.2246467991473532e-16
90034,2021,0.2966666666666667,29.58854838709677,14.242857142857144,0.0,0.0,0,55120.0,103082.0,-1.0
90035,2018,0.248,29.58854838709677,14.242857142857144,0.0,0.0,0,27851.0,108224.0,0.0
90035,2019,0.21600000000000003,29.58854838709677,14.242857142857144,0.0,0.0,0,27851.0,108224.0,1.0
90035,2020,0.27999999999999997,29.58854838709677,14.242857142857144,0.0,0.0,0,27851.0,108224.0,1.2246467991473532e-16
90035,2021,0.33166666666666667,29.58854838709677,14.242857142857144,0.0,0.0,0,27851.0,108224.0,-1.0
90036,2018,0.259,29.58854838709677,14.242857142857144,0.0,0.0,0,38784.0,102877.0,0.0
90036,2019,0.21000000000000002,29.58854838709677,14.242857142857144,0.0,0.0,0,38784.0,102877.0,1.0
90036,2020,0.265,29.58854838709677,14.242857142857144,0.0,0.0,0,38784.0,102877.0,1.2246467991473532e-16
90036,2021,0.3183333333333333,29.58854838709677,14.242857142857144,0.0,0.0,0,38784.0,102877.0,-1.0
90037,2018,0.2233333333333333,29.58854838709677,14.242857142857144,0.0,0.0,0,67895.0,56417.0,0.0
90037,2019,0.164,29.58854838709677,14.242857142857144,0.0,0.0,0,67895.0,56417.0,1.0
90037,2020,0.29833333333333334,29.58854838709677,14.242857142857144,0.0,0.0,0,67895.0,56417.0,1.2246467991473532e-16
90037,2021,0.3333333333333333,29.58854838709677,14.242857142857144,0.0,0.0,0,67895.0,56417.0,-1.0
90038,2018,0.266,29.58854838709677,14.242857142857144,0.0,0.0,0,27807.0,61566.0,0.0
90038,2019,0.211,29.58854838709677,14.242857142857144,0.0,0.0,0,27807.0,61566.0,1.0
90038,2020,0.25666666666666665,29.58854838709677,14.242857142857144,0.0,0.0,0,27807.0,61566.0,1.2246467991473532e-16
90038,2021,0.30166666666666664,29.58854838709677,14.242857142857144,0.0,0.0,0,27807.0,61566.0,-1.0
90039,2018,0.317,29.58854838709677,14.242857142857144,0.0,0.0,0,28572.0,105578.0,0.0
90039,2019,0.284,29.58854838709677,14.242857142857144,0.0,0.0,0,28572.0,105578.0,1.0
90039,2020,0.35333333333333333,29.58854838709677,14.242857142857144,0.0,0.0,0,28572.0,105578.0,1.2246467991473532e-16
90039,2021,0.4333333333333333,29.58854838709677,14.242857142857144,0.0,0.0,0,28572.0,105578.0,-1.0
90040,2018,0.16599999999999998,29.58854838709677,14.242857142857144,0.0,0.0,0,11683.0,70909.0,0.0
90040,2019,0.154,29.58854838709677,14.242857142857144,0.0,0.0,0,11683.0,70909.0,1.0
90040,2020,0.33,29.58854838709677,14.242857142857144,0.0,0.0,0,11683.0,70909.0,1.2246467991473532e-16
90040,2021,0.3516666666666666,29.58854838709677,14.242857142857144,0.0,0.0,0,11683.0,70909.0,-1.0
90041,2018,0.546,29.58854838709677,14.242857142857144,0.0,0.0,0,27351.0,111834.0,0.0
90041,2019,0.485,29.58854838709677,14.242857142857144,0.0,0.0,0,27351.0,111834.0,1.0
90041,2020,0.5383333333333333,29.58854838709677,14.242857142857144,0.0,0.0,0,27351.0,111834.0,1.2246467991473532e-16
90041,2021,0.615,29.58854838709677,14.242857142857144,0.0,0.0,0,27351.0,111834.0,-1.0
90042,2018,1.1183333333333334,29.58854838709677,14.242857142857144,0.0,0.0,0,58344.0,94401.0,0.0
90042,2019,1.0833333333333333,29.58854838709677,14.242857142857144,0.0,0.0,0,58344.0,94401.0,1.0
90042,2020,0.9066666666666666,29.58854838709677,14.242857142857144,0.0,0.0,0,58344.0,94401.0,1.2246467991473532e-16
90042,2021,0.9816666666666668,29.58854838709677,14.242857142857144,0.0,0.0,0,58344.0,94401.0,-1.0
90043,2018,0.185,29.58854838709677,14.242857142857144,0.0,0.0,0,43548.0,65496.0,0.0
90043,2019,0.16799999999999998,29.58854838709677,14.242857142857144,0.0,0.0,0,43548.0,65496.0,1.0
90043,2020,0.2916666666666667,29.58854838709677,14.242857142857144,0.0,0.0,0,43548.0,65496.0,1.2246467991473532e-16
90043,2021,0.32,29.58854838709677,14.242857142857144,0.0,0.0,0,43548.0,65496.0,-1.0
90044,2018,0.24300000000000002,29.58854838709677,14.242857142857144,0.0,0.0,0,95859.0,51433.0,0.0
90044,2019,0.11600000000000002,29.58854838709677,14.242857142857144,0.0,0.0,0,95859.0,51433.0,1.0
90044,2020,0.4633333333333334,29.58854838709677,14.242857142857144,0.0,0.0,0,95859.0,51433.0,1.2246467991473532e-16
90044,2021,0.47500000000000003,29.58854838709677,14.242857142857144,0.0,0.0,0,95859.0,51433.0,-1.0
90045,2018,0.193,29.58854838709677,14.242857142857144,0.0,0.0,0,42352.0,132577.0,0.0
90045,2019,0.156,29.58854838709677,14.242857142857144,0.0,0.0,0,42352.0,132577.0,1.0
90045,2020,0.30833333333333335,29.58854838709677,14.242857142857144,0.0,0.0,0,42352.0,132577.0,1.2246467991473532e-16
90045,2021,0.5099999999999999,29.58854838709677,14.242857142857144,0.0,0.0,0,42352.0,132577.0,-1.0
90046,2018,1.529,26.143333333333327,15.566666666666666,1.5,0.0,0,48905.0,94259.0,0.0
90046,2019,1.494,26.143333333333327,15.566666666666666,1.5,1.7973479909766439,1,48905.0,94259.0,1.0
90046,2020,1.2733333333333332,26.143333333333327,15.566666666666666,1.5,0.0,0,48905.0,94259.0,1.2246467991473532e-16
90046,2021,1.275,26.143333333333327,15.566666666666666,1.5,0.0,0,48905.0,94259.0,-1.0
90047,2018,0.125,29.58854838709677,14.242857142857144,0.0,0.0,0,50925.0,70187.0,0.0
90047,2019,0.088,29.58854838709677,14.242857142857144,0.0,0.0,0,50925.0,70187.0,1.0
90047,2020,0.515,29.58854838709677,14.242857142857144,0.0,0.0,0,50925.0,70187.0,1.2246467991473532e-16
90047,2021,0.5533333333333333,29.58854838709677,14.242857142857144,0.0,0.0,0,50925.0,70187.0,-1.0
90048,2018,0.27999999999999997,29.58854838709677,14.242857142857144,0.0,0.0,0,20796.0,104227.0,0.0
90048,2019,0.24,29.58854838709677,14.242857142857144,0.0,0.0,0,20796.0,104227.0,1.0
90048,2020,0.29833333333333334,29.58854838709677,14.242857142857144,0.0,0.0,0,20796.0,104227.0,1.2246467991473532e-16
90048,2021,0.3666666666666667,29.58854838709677,14.242857142857144,0.0,0.0,0,20796.0,104227.0,-1.0
90049,2018,1.526,26.793548387096777,15.525806451612903,0.0,0.0,0,36735.0,169898.0,0.0
90049,2019,1.2658333333333334,26.793548387096777,15.525806451612903,0.0,8.106755500485152,1,36735.0,169898.0,1.0
90049,2020,1.2116666666666667,26.793548387096777,15.525806451612903,0.0,0.0,0,36735.0,169898.0,1.2246467991473532e-16
90049,2021,1.2249999999999999,26.793548387096777,15.525806451612903,0.0,0.0,0,36735.0,169898.0,-1.0
90056,2018,0.13699999999999998,29.58854838709677,14.242857142857144,0.0,0.0,0,8908.0,127252.0,0.0
90056,2019,0.141,29.58854838709677,14.242857142857144,0.0,0.0,0,8908.0,127252.0,1.0
90056,2020,0.295,29.58854838709677,14.242857142857144,0.0,0.0,0,8908.0,127252.0,1.2246467991473532e-16
90056,2021,0.32166666666666666,29.58854838709677,14.242857142857144,0.0,0.0,0,8908.0,127252.0,-1.0
90057,2018,0.219,29.58854838709677,14.242857142857144,0.0,0.0,0,45548.0,44876.0,0.0
90057,2019,0.16299999999999998,29.58854838709677,14.242857142857144,0.0,0.0,0,45548.0,44876.0,1.0
90057,2020,0.215,29.58854838709677,14.242857142857144,0.0,0.0,0,45548.0,44876.0,1.2246467991473532e-16
90057,2021,0.255,29.58854838709677,14.242857142857144,0.0,0.0,0,45548.0,44876.0,-1.0
90058,2018,0.22,29.58854838709677,14.242857142857144,0.0,0.0,0,3409.0,36680.0,0.0
90058,2019,0.12000000000000001,29.58854838709677,14.242857142857144,0.0,0.0,0,3409.0,36680.0,1.0
90058,2020,0.20000000000000004,29.58854838709677,14.242857142857144,0.0,0.0,0,3409.0,36680.0,1.2246467991473532e-16
90058,2021,0.20166666666666666,29.58854838709677,14.242857142857144,0.0,0.0,0,3409.0,36680.0,-1.0
90059,2018,0.348,29.58854838709677,14.242857142857144,0.0,0.0,0,38015.0,53840.0,0.0
90059,2019,0.32599999999999996,29.58854838709677,14.242857142857144,0.0,0.0,0,38015.0,53840.0,1.0
90059,2020,0.3833333333333333,29.58854838709677,14.242857142857144,0.0,0.0,0,38015.0,53840.0,1.2246467991473532e-16
90059,2021,0.385,29.58854838709677,14.242857142857144,0.0,0.0,0,38015.0,53840.0,-1.0
90061,2018,0.086,29.58854838709677,14.242857142857144,0.0,0.0,0,28478.0,60114.0,0.0
90061,2019,0.11800000000000002,29.58854838709677,14.242857142857144,0.0,0.0,0,28478.0,60114.0,1.0
90061,2020,0.3383333333333334,29.58854838709677,14.242857142857144,0.0,0.0,0,28478.0,60114.0,1.2246467991473532e-16
90061,2021,0.35833333333333334,29.58854838709677,14.242857142857144,0.0,0.0,0,28478.0,60114.0,-1.0
90062,2018,0.10750000000000001,29.58854838709677,14.242857142857144,0.0,0.0,0,32110.0,63652.0,0.0
90062,2019,0.0875,29.58854838709677,14.242857142857144,0.0,0.0,0,32110.0,63652.0,1.0
90062,2020,0.21166666666666667,29.58854838709677,14.242857142857144,0.0,0.0,0,32110.0,63652.0,1.2246467991473532e-16
90062,2021,0.3866666666666667,29.58854838709677,14.242857142857144,0.0,0.0,0,32110.0,63652.0,-1.0
90063,2018,0.14500000000000002,29.58854838709677,14.242857142857144,0.0,0.0,0,50536.0,71725.0,0.0
90063,2019,0.145,29.58854838709677,14.242857142857144,0.0,0.0,0,50536.0,71725.0,1.0
90063,2020,0.3116666666666667,29.58854838709677,14.242857142857144,0.0,0.0,0,50536.0,71725.0,1.2246467991473532e-16
90063,2021,0.35666666666666663,29.58854838709677,14.242857142857144,0.0,0.0,0,50536.0,71725.0,-1.0
90064,2018,0.22800000000000004,29.58854838709677,14.242857142857144,0.0,0.0,0,26494.0,129703.0,0.0
90064,2019,0.21400000000000002,29.58854838709677,14.242857142857144,0.0,0.0,0,26494.0,129703.0,1.0
90064,2020,0.30833333333333335,29.58854838709677,14.242857142857144,0.0,0.0,0,26494.0,129703.0,1.2246467991473532e-16
90064,2021,0.3466666666666667,29.58854838709677,14.242857142857144,0.0,0.0,0,26494.0,129703.0,-1.0
90065,2018,0.732,29.58854838709677,14.242857142857144,0.0,0.0,0,45075.0,92903.0,0.0
90065,2019,0.7390000000000001,29.58854838709677,14.242857142857144,0.0,0.0,0,45075.0,92903.0,1.0
90065,2020,0.6583333333333333,29.58854838709677,14.242857142857144,0.0,0.0,0,45075.0,92903.0,1.2246467991473532e-16
90065,2021,0.695,29.58854838709677,14.242857142857144,0.0,0.0,0,45075.0,92903.0,-1.0
90066,2018,0.13916666666666666,29.58854838709677,14.242857142857144,0.0,0.0,0,54975.0,107786.0,0.0
90066,2019,0.12833333333333333,29.58854838709677,14.242857142857144,0.0,0.0,0,54975.0,107786.0,1.0
90066,2020,0.3666666666666667,29.58854838709677,14.242857142857144,0.0,0.0,0,54975.0,107786.0,1.2246467991473532e-16
90066,2021,0.4083333333333334,29.58854838709677,14.242857142857144,0.0,0.0,0,54975.0,107786.0,-1.0
90067,2018,0.749,29.58854838709677,14.242857142857144,0.0,0.0,0,3165.0,135328.0,0.0
90067,2019,0.731,29.58854838709677,14.242857142857144,0.0,0.0,0,3165.0,135328.0,1.0
90067,2020,0.47000000000000003,29.58854838709677,14.242857142857144,0.0,0.0,0,3165.0,135328.0,1.2246467991473532e-16
90067,2021,0.5650000000000001,29.58854838709677,14.242857142857144,0.0,0.0,0,3165.0,135328.0,-1.0
90068,2018,1.782,23.726666666666667,9.426666666666668,47.0,0.0,0,21569.0,101720.0,0.0
90068,2019,1.7690000000000001,23.726666666666667,9.426666666666668,47.0,5.897624773226814,1,21569.0,101720.0,1.0
90068,2020,1.3816666666666666,23.726666666666667,9.426666666666668,47.0,0.0,0,21569.0,101720.0,1.2246467991473532e-16
90068,2021,1.4316666666666666,23.726666666666667,9.426666666666668,47.0,0.0,0,21569.0,101720.0,-1.0
90069,2018,1.075,29.58854838709677,14.242857142857144,0.0,0.0,0,20318.0,110705.0,0.0
90069,2019,1.0710000000000002,29.58854838709677,14.242857142857144,0.0,0.0,0,20318.0,110705.0,1.0
90069,2020,0.9083333333333333,29.58854838709677,14.242857142857144,0.0,0.0,0,20318.0,110705.0,1.2246467991473532e-16
90069,2021,0.9566666666666667,29.58854838709677,14.242857142857144,0.0,0.0,0,20318.0,110705.0,-1.0
90071,2018,0.3333333333333333,29.58854838709677,14.242857142857144,0.0,0.0,0,304.0,89916.0,0.0
90071,2019,0.0,29.58854838709677,14.242857142857144,0.0,0.0,0,304.0,89916.0,1.0
90071,2020,0.01,29.58854838709677,14.242857142857144,0.0,0.0,0,304.0,89916.0,1.2246467991473532e-16
90071,2021,0.11499999999999999,29.58854838709677,14.242857142857144,0.0,0.0,0,304.0,89916.0,-1.0
90077,2018,2.947,29.58854838709677,14.242857142857144,0.0,0.0,0,8158.0,220464.0,0.0
90077,2019,2.877,29.58854838709677,14.242857142857144,0.0,0.0,0,8158.0,220464.0,1.0
90077,2020,1.7666666666666666,29.58854838709677,14.242857142857144,0.0,0.0,0,8158.0,220464.0,1.2246467991473532e-16
90077,2021,1.8666666666666665,29.58854838709677,14.242857142857144,0.0,0.0,0,8158.0,220464.0,-1.0
90089,2018,0.325,29.58854838709677,14.242857142857144,0.0,0.0,0,4777.0,89916.0,0.0
90089,2019,0.44,29.58854838709677,14.242857142857144,0.0,0.0,0,4777.0,89916.0,1.0
90089,2020,0.09833333333333333,29.58854838709677,14.242857142857144,0.0,0.0,0,4777.0,89916.0,1.2246467991473532e-16
