ZIP,Year,avg_fire_risk_score,avg_tmax_c,avg_tmin_c,tot_prcp_mm,temp_range,drought_proxy,log_prcp,log_gis_acres,fire_occurred,avg_ppc,high_risk_pct,low_risk_pct,risk_concentration,total_population,poverty_rate,log_median_income,edu_rate,vacancy_rate,vulnerability_index,year_sin,year_cos
90005,2018,0.25,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,1.062,0.0,0.9863829787225649,-0.7012765957440841,38747.0,0.2442253593826556,10.873432788945776,0.19567966552248703,0.09712248798883623,0.5100242322317554,0.0,1.0
90005,2019,0.205,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,1.056,0.0,0.984993178716927,-0.7448840381986733,38747.0,0.2442253593826556,10.873432788945776,0.19567966552248703,0.09712248798883623,0.49832841449115517,1.0,6.123233995736766e-17
90005,2020,0.25333333333333335,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,,0.0,0.994005994005663,-0.6013986013984012,38747.0,0.2442253593826556,10.873432788945776,0.19567966552248703,0.09712248798883623,0.5108905891014295,1.2246467991473532e-16,-1.0
90005,2021,0.3016666666666667,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,,0.0,0.9940968122783371,-0.5903187721367797,38747.0,0.2442253593826556,10.873432788945776,0.19567966552248703,0.09712248798883623,0.5234527637117038,-1.0,-1.8369701987210297e-16
90006,2018,0.23700000000000002,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,1.06,0.0,0.9994459833789476,-0.8775623268693199,55192.0,0.24050587041599797,10.816733654224057,0.12244528192491444,0.10277066356227693,0.39424376108784875,0.0,1.0
90006,2019,0.16899999999999998,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,1.046,0.0,0.9995027349572354,-0.8841372451512262,55192.0,0.24050587041599797,10.816733654224057,0.12244528192491444,0.10277066356227693,0.37657008094649724,1.0,6.123233995736766e-17
90006,2020,0.245,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,,0.00030385900941953695,0.9993922819808572,-0.6645396536005274,55192.0,0.24050587041599797,10.816733654224057,0.12244528192491444,0.10277066356227693,0.3963230175750665,1.2246467991473532e-16,-1.0
90006,2021,0.2783333333333333,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,,0.0005783689994214638,0.9985540775011572,-0.6289762868708418,55192.0,0.24050587041599797,10.816733654224057,0.12244528192491444,0.10277066356227693,0.40498658627180745,-1.0,-1.8369701987210297e-16
90007,2018,0.078,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,1.248,0.0,0.9983775013515424,-0.9113034072466678,39253.0,0.3432349119812411,10.4921904642226,0.09008228670419867,0.12025718928848157,1.0916218696522093,0.0,1.0
90007,2019,0.05800000000000001,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,1.24,0.0,0.9986731534714733,-0.9137549756740762,39253.0,0.3432349119812411,10.4921904642226,0.09008228670419867,0.12025718928848157,1.086423728434165,1.0,6.123233995736766e-17
90007,2020,0.285,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,,0.0,0.9991671293722935,-0.706551915602247,39253.0,0.3432349119812411,10.4921904642226,0.09008228670419867,0.12025718928848157,1.1454226312589704,1.2246467991473532e-16,-1.0
90007,2021,0.27999999999999997,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,,0.0,0.9995198079229293,-0.7063625450178376,39253.0,0.3432349119812411,10.4921904642226,0.09008228670419867,0.12025718928848157,1.1441230959544593,-1.0,-1.8369701987210297e-16
90008,2018,0.1875,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,1.1208333333333333,0.0,0.9995213020579227,-0.8745811393006824,33443.0,0.16194719373261485,11.032030742493134,0.14227192536554312,0.09264389042781825,0.20061946362230726,0.0,1.0
90008,2019,0.16333333333333333,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,1.0983333333333334,0.0,0.998687089715099,-0.8625820568924015,33443.0,0.16194719373261485,11.032030742493134,0.14227192536554312,0.09264389042781825,0.19433837631717013,1.0,6.123233995736766e-17
90008,2020,0.285,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,,0.0005068423720221726,0.9984794728836801,-0.6054232133804852,33443.0,0.16194719373261485,11.032030742493134,0.14227192536554312,0.09264389042781825,0.22596040206027443,1.2246467991473532e-16,-1.0
90008,2021,0.3233333333333333,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,,0.0004923682914819074,0.9985228951253081,-0.5620384047265973,33443.0,0.16194719373261485,11.032030742493134,0.14227192536554312,0.09264389042781825,0.23592350606152643,-1.0,-1.8369701987210297e-16
90010,2018,0.2933333333333334,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,1.0416666666666667,0.0,0.9897959183639804,-0.6428571428549563,4478.0,0.1085305940151611,11.521905027750805,0.28427869584629645,0.17724867724861865,0.1499701039616868,0.0,1.0
90010,2019,0.20833333333333334,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,1.0133333333333334,0.0,0.995073891623165,-0.7068965517223968,4478.0,0.1085305940151611,11.521905027750805,0.28427869584629645,0.17724867724861865,0.12787800378499745,1.0,6.123233995736766e-17
90010,2020,0.25,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,,0.0,0.9976442873957625,-0.6254416961123376,4478.0,0.1085305940151611,11.521905027750805,0.28427869584629645,0.17724867724861865,0.1387074646559236,1.2246467991473532e-16,-1.0
90010,2021,0.37000000000000005,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,,0.0,0.9990234374990243,-0.612304687499402,4478.0,0.1085305940151611,11.521905027750805,0.28427869584629645,0.17724867724861865,0.16989631196419086,-1.0,-1.8369701987210297e-16
90011,2018,0.524,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,1.272,0.0,0.9997370496974757,-0.9777806994476758,102784.0,0.2634359433374819,10.892694117677307,0.02663838729763361,0.0383375134360429,0.49261988860819345,0.0,1.0
90011,2019,0.512,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,1.256,0.0,0.999999999999872,-0.9751918158566527,102784.0,0.2634359433374819,10.892694117677307,0.02663838729763361,0.0383375134360429,0.4895010038773666,1.0,6.123233995736766e-17
90011,2020,0.3666666666666667,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,,0.0,0.9999999999998906,-0.8338983050846546,102784.0,0.2634359433374819,10.892694117677307,0.02663838729763361,0.0383375134360429,0.45172784435957636,1.2246467991473532e-16,-1.0
90011,2021,0.34,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,,0.0,0.999891516597852,-0.8111303970491635,102784.0,0.2634359433374819,10.892694117677307,0.02663838729763361,0.0383375134360429,0.44479698940218365,-1.0,-1.8369701987210297e-16
90012,2018,0.64,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,1.0550000000000002,0.026296018031535466,0.9368895567235636,-0.6153268219379299,37463.0,0.17630728985932317,11.12189566465832,0.20580305901822585,0.07889486729943299,0.48235897194406485,0.0,1.0
90012,2019,0.626,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,1.042,0.020179372197298106,0.9478699551564194,-0.7023542600892924,37463.0,0.17630728985932317,11.12189566465832,0.20580305901822585,0.07889486729943299,0.47872027309143367,1.0,6.123233995736766e-17
90012,2020,0.5533333333333333,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,,0.008088433540035566,0.9749258560256201,-0.5837152871392333,37463.0,0.17630728985932317,11.12189566465832,0.20580305901822585,0.07889486729943299,0.45983369333253854,1.2246467991473532e-16,-1.0
90012,2021,0.6,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,,0.0076694705591272465,0.9737753587330594,-0.5739732805540391,37463.0,0.17630728985932317,11.12189566465832,0.20580305901822585,0.07889486729943299,0.47196268950797576,-1.0,-1.8369701987210297e-16
90013,2018,0.3825,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,1.2825,0.0,0.9881756756740065,-0.5405405405396275,14891.0,0.4071586864548783,10.399676582049104,0.2253038748237039,0.17194124026420468,1.269470664251055,0.0,1.0
90013,2019,0.31,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,1.21375,0.0,0.9903314917113393,-0.6077348066289948,14891.0,0.4071586864548783,10.399676582049104,0.2253038748237039,0.17194124026420468,1.2506274023356436,1.0,6.123233995736766e-17
90013,2020,0.19166666666666665,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,,0.0,0.9959136018674863,-0.5948628137766522,14891.0,0.4071586864548783,10.399676582049104,0.2253038748237039,0.17194124026420468,1.2198717334622136,1.2246467991473532e-16,-1.0
90013,2021,0.43,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,,0.0,0.9970602645756996,-0.5840274375303361,14891.0,0.4071586864548783,10.399676582049104,0.2253038748237039,0.17194124026420468,1.2818162496439107,-1.0,-1.8369701987210297e-16
90014,2018,0.24125,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,1.07875,0.0,0.9920159680618923,-0.46906187624656875,9540.0,0.33721174004189336,10.428896323426862,0.24056603773582383,0.15332108164870656,1.5509686562768235,0.0,1.0
90014,2019,0.1825,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,1.0525,0.00125313283207863,0.9949874686704323,-0.616541353382686,9540.0,0.33721174004189336,10.428896323426862,0.24056603773582383,0.15332108164870656,1.5356991164488174,1.0,6.123233995736766e-17
90014,2020,0.14833333333333332,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,,0.0012262415695884572,0.9981606376450042,-0.6909871244630956,9540.0,0.33721174004189336,10.428896323426862,0.24056603773582383,0.15332108164870656,1.5268189585346579,1.2246467991473532e-16,-1.0
90014,2021,0.27166666666666667,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,,0.0005830903790084063,0.9976676384833832,-0.6804664723028102,9540.0,0.33721174004189336,10.428896323426862,0.24056603773582383,0.15332108164870656,1.5588741627125995,-1.0,-1.8369701987210297e-16
90015,2018,0.22199999999999998,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,1.075,0.0007199424046071131,0.9827213822887093,-0.6825053995675432,25257.0,0.27837827137030213,11.054249435528995,0.22841192540680885,0.09941920054662798,0.9062213856963796,0.0,1.0
90015,2019,0.192,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,1.042,0.0,0.9913627639150713,-0.7499999999996401,25257.0,0.27837827137030213,11.054249435528995,0.22841192540680885,0.09941920054662798,0.8984241738693128,1.0,6.123233995736766e-17
90015,2020,0.2416666666666667,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,,0.0,0.9969670710569762,-0.6486135181974331,25257.0,0.27837827137030213,11.054249435528995,0.22841192540680885,0.09941920054662798,0.9113328912274568,1.2246467991473532e-16,-1.0
90015,2021,0.3116666666666667,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,,0.0,0.996384816227958,-0.6332596907008167,25257.0,0.27837827137030213,11.054249435528995,0.22841192540680885,0.09941920054662798,0.9295263854906126,-1.0,-1.8369701987210297e-16
90016,2018,0.147,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,1.078,0.0,0.999244712990685,-0.9184290030209168,46102.0,0.15509088542796073,11.171392444155797,0.16372391653290175,0.08628193967944665,0.09441319484981196,0.0,1.0
90016,2019,0.124,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,1.068,0.0,0.9992919518524901,-0.9145621902287197,46102.0,0.15509088542796073,11.171392444155797,0.16372391653290175,0.08628193967944665,0.08843533244906077,1.0,6.123233995736766e-17
90016,2020,0.26333333333333336,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,,0.0,0.9996858309769086,-0.6858309770655535,46102.0,0.15509088542796073,11.171392444155797,0.16372391653290175,0.08628193967944665,0.12464904960143777,1.2246467991473532e-16,-1.0
90016,2021,0.2916666666666667,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,,0.0,0.9993929276064654,-0.6469874032477391,46102.0,0.15509088542796073,11.171392444155797,0.16372391653290175,0.08628193967944665,0.1320130829936675,-1.0,-1.8369701987210297e-16
90017,2018,0.209,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,1.052,0.0,0.9933078393871957,-0.6357552581255872,28981.0,0.35326593285254637,10.845796846808836,0.15354887685034493,0.11314486303515871,0.7983999681694283,0.0,1.0
90017,2019,0.121,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,1.0070000000000001,0.0,0.9955919395459726,-0.7556675062967534,28981.0,0.35326593285254637,10.845796846808836,0.15354887685034493,0.11314486303515871,0.7755281468100323,1.0,6.123233995736766e-17
90017,2020,0.18666666666666668,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,,0.0,0.998023715414691,-0.6758893280630185,28981.0,0.35326593285254637,10.845796846808836,0.15354887685034493,0.11314486303515871,0.792595377142612,1.2246467991473532e-16,-1.0
90017,2021,0.25166666666666665,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,,0.0,0.9982399530651223,-0.6699911997651306,28981.0,0.35326593285254637,10.845796846808836,0.15354887685034493,0.11314486303515871,0.8094893361012566,-1.0,-1.8369701987210297e-16
90018,2018,0.17400000000000002,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,1.05,0.0,0.9994807892001559,-0.9465212876425373,48812.0,0.1890313857248179,11.061500184485686,0.1122674752110114,0.07093821510297087,0.11787400856609861,0.0,1.0
90018,2019,0.11400000000000002,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,1.042,0.0,0.9995056846265449,-0.9443895205138546,48812.0,0.1890313857248179,11.061500184485686,0.1122674752110114,0.07093821510297087,0.10227958491196498,1.0,6.123233995736766e-17
90018,2020,0.285,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,,0.0,0.9994708994707231,-0.7169312169310904,48812.0,0.1890313857248179,11.061500184485686,0.1122674752110114,0.07093821510297087,0.1467236923262458,1.2246467991473532e-16,-1.0
90018,2021,0.29333333333333333,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,,0.0,0.9996547557395131,-0.683583635421943,48812.0,0.1890313857248179,11.061500184485686,0.1122674752110114,0.07093821510297087,0.14888958450043105,-1.0,-1.8369701987210297e-16
90019,2018,0.23899999999999996,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,1.082,0.0,0.9970018450182201,-0.8708487084868839,59288.0,0.175431790581565,11.175997124349399,0.19749359060855154,0.09460748769224536,0.14845871458078147,0.0,1.0
90019,2019,0.191,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,1.061,0.0,0.9972334539261549,-0.8708235794848114,59288.0,0.175431790581565,11.175997124349399,0.19749359060855154,0.09460748769224536,0.1359831756574746,1.0,6.123233995736766e-17
90019,2020,0.435,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,,0.00013114754098358936,0.9984262295080657,-0.6334426229507366,59288.0,0.175431790581565,11.175997124349399,0.19749359060855154,0.09460748769224536,0.199400498517618,1.2246467991473532e-16,-1.0
90019,2021,0.48,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,,0.00025559105431306636,0.9983386581468372,-0.5955271565494447,59288.0,0.175431790581565,11.175997124349399,0.19749359060855154,0.09460748769224536,0.21109631625821818,-1.0,-1.8369701987210297e-16
90020,2018,0.30100000000000005,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,1.08,0.0,0.9429133858258436,-0.653543307085971,38361.0,0.1831026302755355,10.930120371412073,0.24949818826411593,0.08138500967623404,0.38609641803247463,0.0,1.0
90020,2019,0.24700000000000003,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,1.066,0.0,0.9559939301965432,-0.7230652503788141,38361.0,0.1831026302755355,10.930120371412073,0.24949818826411593,0.08138500967623404,0.37206143674375436,1.0,6.123233995736766e-17
90020,2020,0.3116666666666667,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,,0.0,0.9851897562477676,-0.5128046899103632,38361.0,0.1831026302755355,10.930120371412073,0.24949818826411593,0.08138500967623404,0.38886876001543175,1.2246467991473532e-16,-1.0
90020,2021,0.365,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,,0.0,0.9879552624029286,-0.49928305133338136,38361.0,0.1831026302755355,10.930120371412073,0.24949818826411593,0.08138500967623404,0.40273046993021716,-1.0,-1.8369701987210297e-16
90021,2018,0.267,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,1.1030000000000002,0.0,0.9390243902324509,-0.5975609756024688,3152.0,0.4282994923856509,10.381304329495126,0.12087563451772815,0.09031877213690064,0.9507390188427166,0.0,1.0
90021,2019,0.19899999999999998,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,1.044,0.0,0.9456521739027646,-0.6630434782536625,3152.0,0.4282994923856509,10.381304329495126,0.12087563451772815,0.09031877213690064,0.9330653387013653,1.0,6.123233995736766e-17
90021,2020,0.22666666666666666,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,,0.0,0.9814814814778464,-0.548148148146118,3152.0,0.4282994923856509,10.381304329495126,0.12087563451772815,0.09031877213690064,0.9402561007196603,1.2246467991473532e-16,-1.0
90021,2021,0.2916666666666667,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,,0.0,0.9851851851827527,-0.5506172839492578,3152.0,0.4282994923856509,10.381304329495126,0.12087563451772815,0.09031877213690064,0.957150059678305,-1.0,-1.8369701987210297e-16
90022,2018,0.076,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,2.636,0.0,0.9999999999998086,-0.9760857088194038,61638.0,0.16272429345533337,11.124759853940125,0.0442908595347019,0.046959932754270274,-0.14310420689690545,0.0,1.0
90022,2019,0.09,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,2.166,0.0,0.9999999999998187,-0.9729925684246922,61638.0,0.16272429345533337,11.124759853940125,0.0442908595347019,0.046959932754270274,-0.1394655080442743,1.0,6.123233995736766e-17
90022,2020,0.39666666666666667,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,,0.00028113578858584746,0.9997188642112735,-0.7614562833847678,61638.0,0.16272429345533337,11.124759853940125,0.0442908595347019,0.046959932754270274,-0.05976067603425798,1.2246467991473532e-16,-1.0
90022,2021,0.395,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,,0.00013886960144422457,0.9998611303984168,-0.7417025413136034,61638.0,0.16272429345533337,11.124759853940125,0.0442908595347019,0.046959932754270274,-0.06019385446909501,-1.0,-1.8369701987210297e-16
90023,2018,0.11499999999999999,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,1.6375,0.0,0.999717194569853,-0.9739819004522132,44608.0,0.2178532998565231,10.944188202585245,0.050394548063126564,0.03872067537949194,0.12278861427839179,0.0,1.0
90023,2019,0.1225,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,1.4325,0.0,0.9997281870070672,-0.970100570807021,44608.0,0.2178532998565231,10.944188202585245,0.050394548063126564,0.03872067537949194,0.12473791723515851,1.0,6.123233995736766e-17
90023,2020,0.38166666666666665,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,,0.0,0.9999999999997806,-0.7843352347519121,44608.0,0.2178532998565231,10.944188202585245,0.050394548063126564,0.03872067537949194,0.192097163852319,1.2246467991473532e-16,-1.0
90023,2021,0.21999999999999997,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,,0.0,0.9995631280032765,-0.7603757099168281,44608.0,0.2178532998565231,10.944188202585245,0.050394548063126564,0.03872067537949194,0.15007885567312562,-1.0,-1.8369701987210297e-16
90024,2018,0.404,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,1.1320000000000001,0.009423294383712996,0.8676969468522926,-0.5861289106669483,50830.0,0.17883139878024437,11.289719411702812,0.16187290969899348,0.17026201733647703,0.6761288031037997,0.0,1.0
90024,2019,0.36300000000000004,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,1.097,0.010935992280472519,0.8925699581856248,-0.6420070762300927,50830.0,0.17883139878024437,11.289719411702812,0.16187290969899348,0.17026201733647703,0.6654726136068084,1.0,6.123233995736766e-17
90024,2020,0.37000000000000005,29.58854838709677,14.242857142857144,0.0,15.345691244239624,15.345691244239624,0.0,0.0,0,,0.005156157925750566,0.95123747790204,-0.48173246906298145,50830.0,0.17883139878024437,11.289719411702812,0.16187290969899348,0.17026201733647703,0.667291963033124,1.2246467991473532e-16,-1.0
